"date_collected","site","block","treatment","quad","horizon","root_size","species","mass_g"
"2012-07-25 to 2012-07-30","MAT06","2","F10","4","M","coarse","Eriophorum vaginatum",NA
"2012-07-25 to 2012-07-30","MAT06","2","F10","5","M","coarse","Eriophorum vaginatum",0
"2012-07-25 to 2012-07-30","MAT06","3","F10","1","M","coarse","Eriophorum vaginatum",0
"2012-07-25 to 2012-07-30","MAT06","3","F10","2","M","coarse","Eriophorum vaginatum",0
"2012-07-25 to 2012-07-30","MAT06","3","F10","3","M","coarse","Eriophorum vaginatum",0
"2012-07-25 to 2012-07-30","MAT06","3","F10","4","M","coarse","Eriophorum vaginatum",0
"2012-07-25 to 2012-07-30","MAT06","3","F10","5","M","coarse","Eriophorum vaginatum",0
"2012-07-25 to 2012-07-30","MAT06","1","F10","1","M","fine","Eriophorum vaginatum",0.007
"2012-07-25 to 2012-07-30","MAT06","1","F10","2","M","fine","Eriophorum vaginatum",0.036
"2012-07-25 to 2012-07-30","MAT06","1","F10","3","M","fine","Eriophorum vaginatum",0.116
"2012-07-25 to 2012-07-30","MAT06","1","F10","4","M","fine","Eriophorum vaginatum",0.096
"2012-07-25 to 2012-07-30","MAT06","1","F10","5","M","fine","Eriophorum vaginatum",0.053
"2012-07-25 to 2012-07-30","MAT06","2","F10","1","M","fine","Eriophorum vaginatum",0.045
"2012-07-25 to 2012-07-30","MAT06","2","F10","2","M","fine","Eriophorum vaginatum",NA
"2012-07-25 to 2012-07-30","MAT06","2","F10","3","M","fine","Eriophorum vaginatum",NA
"2012-07-25 to 2012-07-30","MAT06","2","F10","4","M","fine","Eriophorum vaginatum",NA
"2012-07-25 to 2012-07-30","MAT06","2","F10","5","M","fine","Eriophorum vaginatum",0
"2012-07-25 to 2012-07-30","MAT06","3","F10","1","M","fine","Eriophorum vaginatum",0
"2012-07-25 to 2012-07-30","MAT06","3","F10","2","M","fine","Eriophorum vaginatum",0.009
"2012-07-25 to 2012-07-30","MAT06","3","F10","3","M","fine","Eriophorum vaginatum",0.015
"2012-07-25 to 2012-07-30","MAT06","3","F10","4","M","fine","Eriophorum vaginatum",0
"2012-07-25 to 2012-07-30","MAT06","3","F10","5","M","fine","Eriophorum vaginatum",0.004
"2012-07-25 to 2012-07-30","MAT06","1","F10","1","M","coarse","Carex bigelowii",0
"2012-07-25 to 2012-07-30","MAT06","1","F10","2","M","coarse","Carex bigelowii",0
"2012-07-25 to 2012-07-30","MAT06","1","F10","3","M","coarse","Carex bigelowii",0
"2012-07-25 to 2012-07-30","MAT06","1","F10","4","M","coarse","Carex bigelowii",0
"2012-07-25 to 2012-07-30","MAT06","1","F10","5","M","coarse","Carex bigelowii",0
"2012-07-25 to 2012-07-30","MAT06","2","F10","1","M","coarse","Carex bigelowii",0
"2012-07-25 to 2012-07-30","MAT06","2","F10","2","M","coarse","Carex bigelowii",NA
"2012-07-25 to 2012-07-30","MAT06","2","F10","3","M","coarse","Carex bigelowii",NA
"2012-07-25 to 2012-07-30","MAT06","2","F10","4","M","coarse","Carex bigelowii",NA
"2012-07-25 to 2012-07-30","MAT06","2","F10","5","M","coarse","Carex bigelowii",0
"2012-07-25 to 2012-07-30","MAT06","3","F10","1","M","coarse","Carex bigelowii",0
"2012-07-25 to 2012-07-30","MAT06","3","F10","2","M","coarse","Carex bigelowii",0
"2012-07-25 to 2012-07-30","MAT06","3","F10","3","M","coarse","Carex bigelowii",0
"2012-07-25 to 2012-07-30","MAT06","3","F10","4","M","coarse","Carex bigelowii",0
"2012-07-25 to 2012-07-30","MAT06","3","F10","5","M","coarse","Carex bigelowii",0
"2012-07-25 to 2012-07-30","MAT06","1","F10","1","M","fine","Carex bigelowii",0
"2012-07-25 to 2012-07-30","MAT06","1","F10","2","M","fine","Carex bigelowii",0
"2012-07-25 to 2012-07-30","MAT06","1","F10","3","M","fine","Carex bigelowii",0
"2012-07-25 to 2012-07-30","MAT06","1","F10","4","M","fine","Carex bigelowii",0
"2012-07-25 to 2012-07-30","MAT06","1","F10","5","M","fine","Carex bigelowii",0.297
"2012-07-25 to 2012-07-30","MAT06","2","F10","1","M","fine","Carex bigelowii",0
"2012-07-25 to 2012-07-30","MAT06","2","F10","2","M","fine","Carex bigelowii",NA
"2012-07-25 to 2012-07-30","MAT06","2","F10","3","M","fine","Carex bigelowii",NA
"2012-07-25 to 2012-07-30","MAT06","2","F10","4","M","fine","Carex bigelowii",NA
"2012-07-25 to 2012-07-30","MAT06","2","F10","5","M","fine","Carex bigelowii",0
"2012-07-25 to 2012-07-30","MAT06","3","F10","1","M","fine","Carex bigelowii",0
"2012-07-25 to 2012-07-30","MAT06","3","F10","2","M","fine","Carex bigelowii",0
"2012-07-25 to 2012-07-30","MAT06","3","F10","3","M","fine","Carex bigelowii",0
"2012-07-25 to 2012-07-30","MAT06","3","F10","4","M","fine","Carex bigelowii",0
"2012-07-25 to 2012-07-30","MAT06","3","F10","5","M","fine","Carex bigelowii",0
"2012-07-25 to 2012-07-30","MAT06","1","F10","1","M","coarse","Other Roots",0
"2012-07-25 to 2012-07-30","MAT06","1","F10","2","M","coarse","Other Roots",0
"2012-07-25 to 2012-07-30","MAT06","1","F10","3","M","coarse","Other Roots",0
"2012-07-25 to 2012-07-30","MAT06","1","F10","4","M","coarse","Other Roots",0
"2012-07-25 to 2012-07-30","MAT06","1","F10","5","M","coarse","Other Roots",0
"2012-07-25 to 2012-07-30","MAT06","2","F10","1","M","coarse","Other Roots",0
"2012-07-25 to 2012-07-30","MAT06","2","F10","2","M","coarse","Other Roots",NA
"2012-07-25 to 2012-07-30","MAT06","2","F10","3","M","coarse","Other Roots",NA
"2012-07-25 to 2012-07-30","MAT06","2","F10","4","M","coarse","Other Roots",NA
"2012-07-25 to 2012-07-30","MAT06","2","F10","5","M","coarse","Other Roots",0
"2012-07-25 to 2012-07-30","MAT06","3","F10","1","M","coarse","Other Roots",0
"2012-07-25 to 2012-07-30","MAT06","3","F10","2","M","coarse","Other Roots",0
"2012-07-25 to 2012-07-30","MAT06","3","F10","3","M","coarse","Other Roots",0
"2012-07-25 to 2012-07-30","MAT06","3","F10","4","M","coarse","Other Roots",0
"2012-07-25 to 2012-07-30","MAT06","3","F10","5","M","coarse","Other Roots",0
"2012-07-25 to 2012-07-30","MAT06","1","F10","1","M","fine","Other Roots",0.729
"2012-07-25 to 2012-07-30","MAT06","1","F10","2","M","fine","Other Roots",0.687
"2012-07-25 to 2012-07-30","MAT06","1","F10","3","M","fine","Other Roots",0.059
"2012-07-25 to 2012-07-30","MAT06","1","F10","4","M","fine","Other Roots",0.103
"2012-07-25 to 2012-07-30","MAT06","1","F10","5","M","fine","Other Roots",0.28
"2012-07-25 to 2012-07-30","MAT06","2","F10","1","M","fine","Other Roots",1.433
"2012-07-25 to 2012-07-30","MAT06","2","F10","2","M","fine","Other Roots",NA
"2012-07-25 to 2012-07-30","MAT06","2","F10","3","M","fine","Other Roots",NA
"2012-07-25 to 2012-07-30","MAT06","2","F10","4","M","fine","Other Roots",NA
"2012-07-25 to 2012-07-30","MAT06","2","F10","5","M","fine","Other Roots",0.066
"2012-07-25 to 2012-07-30","MAT06","3","F10","1","M","fine","Other Roots",0.11
"2012-07-25 to 2012-07-30","MAT06","3","F10","2","M","fine","Other Roots",0.1
"2012-07-25 to 2012-07-30","MAT06","3","F10","3","M","fine","Other Roots",0.079
"2012-07-25 to 2012-07-30","MAT06","3","F10","4","M","fine","Other Roots",0.135
"2012-07-25 to 2012-07-30","MAT06","3","F10","5","M","fine","Other Roots",0.045
